action_type,alignment,alpha,background_blur,background_gradient_direction,border_color_alpha,border_color_hex,border_width,bottomMask,color_alpha,color_hex,content_mode,corner_radius_units,corner_radius_value,description,disable_tap_zones,flip_interval,font_color_alpha,font_color_hex,font_size,font_type,guid,height,height_points,hex,hidden,hide_page_status,icon_background_blur,icon_background_gradient_direction,item_size_height_units,item_size_height_value,item_size_width_units,item_size_width_value,key,log_view,margin_bottom,margin_left,margin_right,margin_top,name,number_of_items,orientation,padding_bottom,padding_left,padding_right,padding_top,rotation,size_height_units,size_height_value,size_width_units,size_width_value,template_identifier,template_name,text,tint_color_alpha,tint_color_hex,title,topMask,trigger,type,userInfo,story_id
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,описание,False,20.0,1.0,#000000,15,normal,5232f36e-394e-4700-a8b4-26fd69a5bb57,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,В отпуск с Тинькофф Мобайлом,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Оформить СИМ-Карту,,,,False,,web_view,,1114
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,948a794e-a40c-4484-97ac-f4365df23204,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как вернуть покупку,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Закон на вашей стороне,,,,False,,web_view,,875
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,746de1c3-c5ab-444f-8979-68ade7ac3afa,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Такс-фри в Европе,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,"Читайте, что выгоднее",,,,False,,web_view,,829
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,c232663d-a26f-481d-a655-f5b46eae0c96,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Купальники на лето,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1033
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,11f27946-2d17-4829-bc58-4572415efb85,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,«Тесла» сокращает сотрудников,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробный разбор,,,,False,,web_view,,1133
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,d2a9f355-bef8-486c-928e-1e2de58e0214,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что купить у The Ordinary,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Заказать,,,,False,,web_view,,987
,leading,1.0,False,vertical,,,0.0,False,,,,pixels,0,2,False,15.0,1.0,#ffffff,17,normal,a9a9593d-fc8f-4f4c-b2f9-3dfabf426970,,,#000000,false,False,False,vertical,,,,,,True,32,0,0,16,Кредитка на 10% дешевле,,horizontal,0,16,16,0,,pixels,0,pixels,0,,text,"Но помните, что выгоднее не снимать наличные, а расплачиваться за покупки картой. ",,,,False,,label,,859
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,d26b8cac-804a-47ec-ac39-472f77029bc1,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Банк снижает процент,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,977
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,581b4af8-698e-4430-82d8-84c0666405a8,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Парк Горького летом,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,952
,trailing,1.0,False,vertical,,,,False,,,fill,,,очки,False,,1.0,#ffffff,19,bold,2580ceb5-dc58-4d60-9f38-b84d6fa455df,,,,false,False,False,vertical,,,,,,True,-8,12,20,8,,,horizontal,,,,8,,pixels,44,pixels,24,,,0,,,,False,,label,,1116
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,ab645faa-9c59-41e6-888e-5fb475fb16be,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Веревочные парки Петербурга,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,908
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,781a219a-14c9-4903-a01f-7fbd31c612f9,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Как у них: Барселона,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать о жизни в Барселоне,,,,False,,web_view,,954
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,0f77be25-79b6-4f85-97d8-b0bac4516b04,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как экономить на упаковке,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Спасти планету и сэкономить,,,,False,,web_view,,919
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,67ff6125-cd72-4b9d-a8aa-0f71f3a2a0c3,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Бизнес: магазин электроники,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать историю о бизнесе,,,,False,,web_view,,1037
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,10692af4-bb78-4c8d-b23b-8a6b71f148c9,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вместо дачи,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,920
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,"Облако, крупный текст + кнопка",False,15.0,1.0,#000000,15,normal,ac6d3155-cfe6-4828-a7f0-c4ebd2027048,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,answer_2,False,0,0,0,0,Проверьте себя,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,ПРОЙТИ ТЕСТ,,,,False,,web_view,,892
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,a8dc5950-97db-4386-b16c-f2cba20f9925,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Где есть пинцу,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,833
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,9760f24c-4841-4de4-8184-b9dd05e55526,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Сезонные продукты,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Сладкий зеленый горошек в июне готовить лучше вместе со шкуркой. Играем в Азию — обжариваем в воке со сладким соусом, добавляем к жареным овощам и лапше. Очищенный горошек превращаем в изысканные супы-пюре, добавляем в омлеты и кексы. ",,,,False,,label,,1020
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,9ff5f71d-7169-415a-bcac-af6d2972600e,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как накопить на старость,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Тинькофф Инвестиции,,,,False,,web_view,,1029
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,Кнопка,False,20.0,1.0,#000000,14,bold,b7959fea-3f5f-41e4-96f0-b1c7fa38d91e,1.0,pixel,#8ac642,false,False,False,vertical,,,,,,True,0,0,0,0,Верные решения: 5 книг,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Купить,,,2,False,,web_view,,999
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,62b301d1-9533-46a4-90bd-238316282fbc,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Зачем вам каско,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Рассчитать стоимость,,,,False,,web_view,,804
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,0bd61a9d-ff42-415f-b0b6-1b9ea6a8aefc,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Соседи курят,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,938
,leading,1.0,False,diagonal,,,0.0,False,,,fit,pixels,0,копия,False,10.0,1.0,#20419a,30,bold,63a91fd7-0aab-4a86-aa7d-5a09dffcf69c,,,,false,False,False,vertical,,,,,,True,0,0,0,0,,,horizontal,0,0,0,0,,pixels,0,pixels,0,,text,"Подписано
550 соглашений
на 2,4 трлн ₽",,,,False,,label,,909
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,d2f318f3-2a50-4e78-ae5d-3a2b762f0775,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что смотреть в кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1093
common_request,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,копия,False,10.0,1.0,#000000,15,normal,a1c30a9d-9722-4caf-a7d5-ef4a9e1b6b26,,,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Открыть целевой счет,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Открыть накопительный счет,,,,False,on_close,grouped,,135
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,10.0,1.0,#ffffff,20,normal,45ec860c-1b99-49cf-9ddb-3635aea53aff,,,#ffffff,false,False,False,vertical,,,,,,False,0,16,16,0,Справка из банка,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,Укажите удобный способ получения и заказывайте справку. Сделаем и доставим бесплатно.,,,,False,,grouped,,144
common_request,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,копия,False,10.0,1.0,#000000,15,normal,d920b343-e712-4283-b09f-fd01c0d34a65,,,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Открыть целевой счет,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Открыть накопительный счет,,,,False,on_close,grouped,,153
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,13affb22-d502-4d32-8d93-e4c85f8c474e,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Летние выставки в Москве,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,991
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,2cf2a7d1-65c5-4714-bb0a-f4210c5592ce,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Cпектакль для двоих,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1038
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,заголовок,False,20.0,1.0,#000000,15,normal,28e6c4ff-67ce-4472-844f-2d62b9d70466,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Новинки российского кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,deeplink,,1000
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,5fdd1e0e-b39e-453f-8f50-f5399588510b,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Идеальный заемщик по ипотеке,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробно о требованиях,,,,False,,web_view,,1370
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,63ca356d-9a4b-45ad-9293-7f565c7f51e0,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Вычет за квартиру,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,835
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,7,False,10.0,1.0,#000000,15,normal,e810de2f-75e0-492b-a2d3-3822405176d7,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Профессия: экскурсовод,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать о профессии,,,,False,,web_view,,910
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,c8bf9d33-b1d2-459e-9ce4-d8567219e7e2,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Детская одежда из России,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1030
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,0119d0e7-d009-4c5e-8678-0b5b78e9bced,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Лучшие кафе и рестораны Петербурга,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Меню,,,,False,,web_view,,894
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,8bc2f509-6d02-43a7-96ef-6611c6f90986,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как получать большую пенсию,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Накопить на старость,,,,False,,web_view,,980
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,c27a6e7c-b62d-443f-a024-2dd0c82352b9,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Форма сборных ЧМ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1079
,trailing,1.0,False,vertical,,,,False,,,fill,,,очки,False,,1.0,#ffffff,19,bold,186b5096-e602-4a08-8e1b-9b69a40a23d8,,,,false,False,False,vertical,,,,,,True,-8,12,20,8,,,horizontal,,,,8,,pixels,44,pixels,24,,,0,,,,False,,label,,1096
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,9e24a840-8c5a-4aee-85f9-e1947e0ed429,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вложиться в футбол,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Следить за портфелем,,,,False,,web_view,,1153
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,118a318d-3435-4855-895b-9d06ec7daae4,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Главные фестивали лета,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1157
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,5fdc2371-a372-4d59-b9ce-5026bab51b74,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Музеи Вены   ,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Коллекция искусства работы молодых художников, принадлежащая венской мэрии. Своеобразно, зато вход свободный. ",,,,False,,label,,1262
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,58f20db7-f75b-4034-b963-da50d6edc68f,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Концерты: от Хаски до Uma2rman,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1401
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,fd8770c1-6aea-4324-8bbe-2b3cd12e7ec5,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,5 идей для барбекю,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"На гриле можно приготовить и фастфуд, но домашний и полезный. Сделать куриные или рыбные наггетсы совсем не сложно. Приготовьте панировку, поджарьте кусочки и соберите свой собственный «хэппи-мил». ",,,,False,,label,,1289
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,4d9f7023-f79f-4587-abd0-8bf9277f84cc,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вложиться в игры,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Следить за портфелем,,,,False,,web_view,,1144
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,4d86fb9c-b2f7-4be1-96fb-1fef83cc027a,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,7 популярных плей-листов,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Слушать на «Яндекс.Музыке»,,,,False,,web_view,,1169
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,кнопка,,20.0,1.0,#000000,15,normal,2b07cef7-c4c1-499d-964d-7a2e70014124,,,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Гаджеты с AliExpress ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,354
